[2016/4/10 - 13:51:51] << Ryan da dat mot hop dong Edwards S Buzikk gia $100000 , Chi tiet: bom >>
[2016/4/22 - 18:19:40] << LaoThinh LaoThinh da dat mot hop dong Kyoya Hibari gia $100000 , Chi tiet: muc >>
[2016/4/22 - 18:26:30] << Huy Pham da dat mot hop dong Thong Luu gia $100000 , Chi tiet: Khong Thuong Tiet >>
[2016/4/22 - 18:33:11] << Huy Pham da dat mot hop dong Harold Shipman gia $100000 , Chi tiet: giet >>
[2016/4/22 - 18:46:30] << Blue Kens da dat mot hop dong Dino Tien gia $50000 , Chi tiet: e >>
[2016/4/22 - 20:17:17] << Aquarius Corleone da dat mot hop dong Hardy Messi gia $50000 , Chi tiet: RIP >>
[2016/4/22 - 20:21:54] << Aquarius Corleone da dat mot hop dong NguyenQuoc Dung gia $50000 , Chi tiet: RIP >>
[2016/4/23 - 8:17:01] << beo aquarius da dat mot hop dong Anh Pham gia $50000 , Chi tiet: giet >>
[2016/4/23 - 8:46:39] << Evil.H Geniuses da dat mot hop dong Max Speed gia $100000 , Chi tiet: giét chét cm nó >>
[2016/4/23 - 8:51:50] << Yakuza Dinh da dat mot hop dong Best Skill gia $100000 , Chi tiet: Tung xe tao >>
[2016/4/23 - 10:20:30] << Doe Adens da dat mot hop dong Huyy Touliver gia $50000 , Chi tiet: giet no >>
[2016/4/23 - 13:07:10] << Nhok duy da dat mot hop dong Mafia Danh gia $50000 , Chi tiet: 1 >>
[2016/4/23 - 15:50:08] << Kody Nash da dat mot hop dong Beo Aquarius gia $50000 , Chi tiet: giet dum  >>
[2016/4/23 - 18:08:06] << Gia Bao da dat mot hop dong Thong Luu gia $500000 , Chi tiet: Chém >>
[2016/4/23 - 18:55:06] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:09] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:10] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:10] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:11] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:12] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:12] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:13] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:14] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:58:23] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:27] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:28] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:28] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:29] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/24 - 7:47:09] << Annh Kiet da dat mot hop dong Mafia Ti gia $100000 , Chi tiet: giet >>
[2016/4/24 - 7:50:37] << Aquarius Corleone da dat mot hop dong Nguyen ThuyVy gia $100000 , Chi tiet: RIP >>
[2016/4/24 - 7:57:23] << Annh Kiet da dat mot hop dong Macolo Gambit gia $1000000 , Chi tiet: giet >>
[2016/4/24 - 8:19:04] << Aquarius Corleone da dat mot hop dong Armin Guetta gia $50000 , Chi tiet: RIP >>
[2016/4/24 - 8:27:12] << Arytom Nathan da dat mot hop dong Natt Ryder gia $50000 , Chi tiet: giet >>
[2016/4/24 - 8:27:14] << Swag Ryan da dat mot hop dong David Thang gia $1000000 , Chi tiet: ngu >>
[2016/4/24 - 8:27:46] << Kien Smiles da dat mot hop dong ZoRo Stone gia $500000 , Chi tiet: Ghet >>
[2016/4/24 - 8:29:50] << Kien Smiles da dat mot hop dong ZoRo Stone gia $100000 , Chi tiet: Ghet >>
[2016/4/24 - 8:30:38] << Aquarius Corleone da dat mot hop dong Arytom Nathan gia $50000 , Chi tiet: RIP >>
[2016/4/24 - 8:44:09] << Christopher Dudus da dat mot hop dong Kin Aremas gia $50000 , Chi tiet: Kill him >>
[2016/4/24 - 8:57:03] << Aquarius Corleone da dat mot hop dong bich trang gia $50000 , Chi tiet: RIP >>
[2016/4/24 - 9:13:54] << beo aquarius da dat mot hop dong bich trang gia $50000 , Chi tiet: giet >>
[2016/4/24 - 9:34:05] << Roler.H Frand da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: lun em mo thui >>
[2016/4/24 - 9:38:14] << Roler.H Frand da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: lun em mo thui >>
[2016/4/24 - 9:38:52] << Dino Ti da dat mot hop dong Kii Han.dsome gia $300000 , Chi tiet: giet >>
[2016/4/24 - 9:43:27] << Kii Han.dsome da dat mot hop dong PhamDuy Hung gia $1000000 , Chi tiet: Giet >>
[2016/4/24 - 9:52:29] << Kii Han.dsome da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: Giet >>
[2016/4/24 - 9:56:31] << Dino Ti da dat mot hop dong Kii Han.dsome gia $1000000 , Chi tiet: get dit me may hop dong tao >>
[2016/4/24 - 10:09:11] << Dino Ti da dat mot hop dong Leck S gia $500000 , Chi tiet: giet. >>
[2016/4/24 - 10:11:29] << Kii Han.dsome da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: . >>
[2016/4/24 - 10:18:29] << Kii Han.dsome da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: 1 >>
[2016/4/24 - 10:38:06] << Red Vagos da dat mot hop dong Louisa Richard gia $50000 , Chi tiet: giet no  >>
[2016/4/24 - 11:25:28] << Jeremy Droy Haller da dat mot hop dong Kelvin tien gia $100000 , Chi tiet: hihi >>
[2016/4/24 - 12:18:30] << Kaito Chuot da dat mot hop dong LTT Dung gia $100000 , Chi tiet: Giet no >>
[2016/4/24 - 12:48:00] << Eren Jeager da dat mot hop dong Song Joong Ki gia $1000000 , Chi tiet: Song mat loz >>
[2016/4/24 - 12:48:47] << Rio SoiCa da dat mot hop dong Eren Jeager gia $100000 , Chi tiet: hiep dam  >>
[2016/4/24 - 17:37:19] << Nhok duy da dat mot hop dong Be duy gia $50000 , Chi tiet: 1 >>
[2016/4/24 - 18:22:52] << Be Ngan da dat mot hop dong Alexander Phi gia $100000 , Chi tiet: giet >>
[2016/4/24 - 18:23:02] << Be Ngan da dat mot hop dong Alexander Phi gia $100000 , Chi tiet: giet >>
[2016/4/24 - 19:19:17] << Dariok Quy da dat mot hop dong Anu.Do Ban gia $1000000 , Chi tiet: giet >>
[2016/4/24 - 20:22:44] << Nhok duy da dat mot hop dong Paul gia $100000 , Chi tiet: Giet no >>
[2016/4/24 - 20:23:12] << Zeous Robeo da dat mot hop dong Kexing gia $100000 , Chi tiet: Kexing ra day co chuyen ti >>
[2016/4/24 - 20:23:15] << Zeous Robeo da dat mot hop dong Kexing gia $100000 , Chi tiet: Kexing ra day co chuyen ti >>
[2016/4/24 - 20:23:15] << Zeous Robeo da dat mot hop dong Kexing gia $100000 , Chi tiet: Kexing ra day co chuyen ti >>
[2016/4/24 - 21:15:23] << Matthew Award da dat mot hop dong Rain Harvey gia $1000000 , Chi tiet: giettttttttttttt >>
[2016/4/25 - 1:46:41] << Derek da dat mot hop dong BeeTroll Scofied gia $50000 , Chi tiet: RIP >>
[2016/4/25 - 1:49:35] << Beo Aquarius da dat mot hop dong Dizzle McGrath gia $100000 , Chi tiet: RIP >>
[2016/4/25 - 9:31:46] << Julie Lilly da dat mot hop dong Kiet pham gia $1000000 , Chi tiet: Giet >>
[2016/4/25 - 9:37:42] << Kii Han.dsome da dat mot hop dong Dariok Quy gia $100000 , Chi tiet: Giet >>
[2016/4/25 - 9:37:55] << Yakuza Family da dat mot hop dong Kiet pham gia $50000 , Chi tiet: chem no >>
[2016/4/25 - 9:46:01] << Kii Han.dsome da dat mot hop dong Dariok Quy gia $100000 , Chi tiet: 1 >>
[2016/4/25 - 9:53:56] << Kii Han.dsome da dat mot hop dong Dariok Quy gia $100000 , Chi tiet: . >>
[2016/4/25 - 10:24:11] << Red Vagos da dat mot hop dong Louisa Richard gia $50000 , Chi tiet: cc >>
[2016/4/25 - 11:00:33] << Andy Tedd da dat mot hop dong Yakuza Max gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:00] << Andy Tedd da dat mot hop dong Hoa Loc gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:15] << Andy Tedd da dat mot hop dong HBA Staff gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:28] << Andy Tedd da dat mot hop dong Harrison Staff gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:34] << Andy Tedd da dat mot hop dong Dariok Quy gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:46] << Andy Tedd da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:54] << Andy Tedd da dat mot hop dong Timofei Bashkirov gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:01] << Andy Tedd da dat mot hop dong sang gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:07] << Andy Tedd da dat mot hop dong Swag Ryan gia $100000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:11] << Andy Tedd da dat mot hop dong Nick Rainer gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:25] << Andy Tedd da dat mot hop dong Ercy Phantom gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 20:36:55] << Yakuza Max da dat mot hop dong Yakuza Smith gia $50000 , Chi tiet: e >>
[2016/4/25 - 21:40:50] << Matthew Award da dat mot hop dong Hoang Minion gia $100000 , Chi tiet: giett >>
[2016/4/25 - 21:49:20] << Marco Reus da dat mot hop dong Phan VanTrong gia $50000 , Chi tiet: Chem' >>
[2016/4/26 - 1:04:46] << Hoang Minion da dat mot hop dong Marco Reus gia $100000 , Chi tiet: mai thi gioi chua ngu >>
[2016/4/26 - 9:32:55] << Dariok Quy da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: rip >>
[2016/4/26 - 9:58:12] << Dariok Quy da dat mot hop dong darrel hebret gia $50000 , Chi tiet: rip >>
[2016/4/26 - 10:12:43] << Dariok Quy da dat mot hop dong Natt Lucifer gia $50000 , Chi tiet: rio >>
[2016/4/26 - 10:16:19] << Dariok Quy da dat mot hop dong HBA Staff gia $50000 , Chi tiet: rip >>
[2016/4/26 - 10:26:49] << Dariok Quy da dat mot hop dong Nguyen Cong Tien gia $100000 , Chi tiet: rip >>
[2016/4/26 - 10:30:38] << Dariok Quy da dat mot hop dong Hoang Minion gia $100000 , Chi tiet: rip >>
[2016/4/26 - 10:31:01] << Kii Han.dsome da dat mot hop dong Andy Tedd gia $1000000 , Chi tiet: Hop dong Yeu ! >>
[2016/4/26 - 10:44:42] << Dariok Quy da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: rip >>
[2016/4/26 - 14:47:47] << EnDer Ninex da dat mot hop dong Fan Sky gia $200000 , Chi tiet: chet >>
[2016/4/26 - 19:57:29] << Willams Hanchi da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: lao a >>
[2016/4/26 - 20:42:41] << Kyoya Hibari da dat mot hop dong Lan Em gia $100000 , Chi tiet: Giet Chet me no >>
[2016/4/26 - 20:43:02] << Kyoya Hibari da dat mot hop dong Lan Em gia $100000 , Chi tiet: Giet Chet me no >>
[2016/4/26 - 20:43:05] << Kyoya Hibari da dat mot hop dong Lan Em gia $100000 , Chi tiet: Giet Chet me no >>
[2016/4/27 - 8:26:47] << Nu.D Edwar da dat mot hop dong Kelvin tien gia $100000 , Chi tiet: rip >>
[2016/4/27 - 8:34:59] << Nu.D Edwar da dat mot hop dong Amon Mafia gia $500000 , Chi tiet: rip >>
[2016/4/27 - 8:49:18] << Willams Hanchi da dat mot hop dong Nu.D Edwar gia $500000 , Chi tiet: deo cho tao ve ha >>
[2016/4/27 - 8:55:56] << Nu.D Edwar da dat mot hop dong Nguyen.Van Tu gia $50000 , Chi tiet: rip >>
[2016/4/27 - 8:57:43] << Nu.D Edwar da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:05:41] << Nu.D Edwar da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:12:53] << Nu.D Edwar da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:14:29] << Nu.D Edwar da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:15:37] << Timofei Bashkirov da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: lay dc cai lo tai  no , Okey >>
[2016/4/27 - 10:23:32] << PhamDuy Hung da dat mot hop dong Kody Nash gia $100000 , Chi tiet: lay con cu no va lo tai cua no >>
[2016/4/27 - 11:19:30] << Ken TuTu da dat mot hop dong Trang Osace gia $50000 , Chi tiet: giet ID:47 >>
[2016/4/27 - 14:06:42] << Phonix Miller da dat mot hop dong LaoThinh LaoThinh gia $1000000 , Chi tiet: Con cac Thang Tuan' Minion >>
[2016/4/27 - 14:06:56] << Phonix Miller da dat mot hop dong Heslos Meidec gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:00] << Phonix Miller da dat mot hop dong Shizuka Forever gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:03] << Phonix Miller da dat mot hop dong MinH tHuan gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:08] << Phonix Miller da dat mot hop dong Yakuza Sky gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:14] << Phonix Miller da dat mot hop dong Marcus Stone gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:17] << Phonix Miller da dat mot hop dong Charlie Eleazar gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:23] << Phonix Miller da dat mot hop dong Adam rock gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:29] << Phonix Miller da dat mot hop dong Yakuza Max gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:32] << Phonix Miller da dat mot hop dong Kid TJackSon gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:34] << Phonix Miller da dat mot hop dong Yakuza Thuanxep gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:37] << Phonix Miller da dat mot hop dong pham thanh ty gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:40] << Phonix Miller da dat mot hop dong Valerie Andrea gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:42] << Phonix Miller da dat mot hop dong Kiet Caribbes gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:48] << Phonix Miller da dat mot hop dong Hoang Minion gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:50] << Phonix Miller da dat mot hop dong Obama Canabis gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:54] << Phonix Miller da dat mot hop dong Mark Roys gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:57] << Phonix Miller da dat mot hop dong Kyoya Hibari gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:00] << Phonix Miller da dat mot hop dong Heal Quis gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:11] << Phonix Miller da dat mot hop dong Thao Vy gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:25] << Phonix Miller da dat mot hop dong Walking gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:42] << Phonix Miller da dat mot hop dong Timofei Bashkirov gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:48] << Phonix Miller da dat mot hop dong Yakuza KhanhXep gia $150000 , Chi tiet: giet di em >>
[2016/4/27 - 15:29:23] << Timofei Bashkirov da dat mot hop dong Kid Club gia $50000 , Chi tiet: lay cai lo tai no cho tao >>
[2016/4/27 - 15:30:59] << Kid Club da dat mot hop dong Timofei Bashkirov gia $50000 , Chi tiet: giet no cho ah giet dc ah cho 1 >>
[2016/6/21 - 10:19:09] << Black Agency da dat mot hop dong Ginger Overik gia $100000 , Chi tiet: chet roi con /su >>
[2016/6/21 - 12:26:47] << TNT King da dat mot hop dong Le Van Loi gia $100000 , Chi tiet: no kos t >>
[2016/6/21 - 15:26:09] << Le Duc Tien da dat mot hop dong Penter Nick gia $100000 , Chi tiet: Giet >>
[2016/6/21 - 17:59:38] << Le Duc Tien da dat mot hop dong Phong Gamer gia $100000 , Chi tiet: Giet >>
[2016/6/21 - 18:40:54] << Jackson Thanh da dat mot hop dong Richard Hugh gia $100000 , Chi tiet: Giet >>
[2016/6/21 - 18:52:05] << Jackson Thanh da dat mot hop dong Richard Hugh gia $100000 , Chi tiet: Giet >>
[2016/6/21 - 19:12:50] << Jackson Thanh da dat mot hop dong Leo Cute gia $100000 , Chi tiet: Giet >>
[2016/6/21 - 20:21:19] << Sang Ricky da dat mot hop dong kha pro gia $1000000 , Chi tiet: giet >>
[2016/6/22 - 11:38:07] << Robinson Zero da dat mot hop dong Duong GiaThuan gia $100000 , Chi tiet: Giet Tong Thong >>
[2016/6/22 - 14:03:50] << Thomas.S Teen da dat mot hop dong Varios Ken gia $100000 , Chi tiet: Hiep' >>
[2016/6/22 - 14:12:52] << Brian Vinit da dat mot hop dong Hiei Tokage gia $1000000 , Chi tiet: Giet >>
[2016/6/22 - 14:37:35] << Nhat Thien da dat mot hop dong Holy Man gia $100000 , Chi tiet: Duong Oc Bo >>
[2016/6/22 - 14:53:34] << Penter Tri da dat mot hop dong Penter Kiet gia $50000 , Chi tiet: g et >>
[2016/6/22 - 14:53:50] << Kelvin Phuoc da dat mot hop dong Alexandra Ferrucio gia $500000 , Chi tiet: cho vào Hitman vói >>
[2016/6/22 - 14:54:12] << Penter Phat da dat mot hop dong Penter Kiet gia $200000 , Chi tiet: Ghe >>
[2016/6/22 - 15:03:05] << Penter NgocNhi da dat mot hop dong TNT OngTrumDat gia $50000 , Chi tiet: co han thu 2 ben >>
[2016/6/22 - 15:29:05] << Hiei Tokage da dat mot hop dong Penter Kiet gia $50000 , Chi tiet: Hmph >>
[2016/6/22 - 16:02:01] << Jack MitChell da dat mot hop dong TNT OngTrumDat gia $50000 , Chi tiet: ghet >>
[2016/6/22 - 16:02:03] << Holy Man da dat mot hop dong Jack MitChell gia $1000000 , Chi tiet: Buon ban lam an khong tot >>
[2016/6/23 - 11:09:23] << Penter Dat da dat mot hop dong TNT OngTrumDat gia $100000 , Chi tiet: giet no no koss tao >>
[2016/6/23 - 11:10:16] << TrUM Alone da dat mot hop dong TNT OngTrumDat gia $50000 , Chi tiet: choi no >>
[2016/6/23 - 11:26:52] << Le Duc Tien da dat mot hop dong TNT Tien gia $100000 , Chi tiet: Giet >>
[2016/6/23 - 11:44:58] << Nguyen Martin da dat mot hop dong Varios Ken gia $100000 , Chi tiet: lao  >>
[2016/6/23 - 12:20:54] << TranThi Huavy da dat mot hop dong Leo Cute gia $50000 , Chi tiet: giet >>
[2016/6/23 - 12:20:57] << Penter Kyle da dat mot hop dong Duong GiaThuan gia $50000 , Chi tiet: 1 >>
[2016/6/23 - 13:15:52] << Mi Pho da dat mot hop dong TNT OngTrumDat gia $50000 , Chi tiet: Giet!! >>
[2016/6/23 - 13:25:21] << Nhi Cute da dat mot hop dong Chiem Quoc Bao gia $100000 , Chi tiet: tai vi chui toi >>
[2016/6/23 - 13:28:27] << Duc Minh da dat mot hop dong Duong GiaThuan gia $500000 , Chi tiet: thich >>
[2016/6/23 - 13:31:22] << Duc Minh da dat mot hop dong Hantos Dat gia $200000 , Chi tiet: giet >>
[2016/6/23 - 13:32:33] << Duc Minh da dat mot hop dong Duong GiaThuan gia $200000 , Chi tiet: 1 >>
[2016/6/23 - 13:37:51] << Hantos Dat da dat mot hop dong Khang Ronald gia $1000000 , Chi tiet: Láo lz >>
[2016/6/23 - 14:01:02] << TNT Nguyen da dat mot hop dong Penter Kiet gia $50000 , Chi tiet: Lam dung C.A múc nó giùm dep nh >>
[2016/6/23 - 14:32:31] << Le Duc Tien da dat mot hop dong Hao Alone gia $100000 , Chi tiet: Giet no >>
[2016/6/23 - 14:34:26] << Le Duc Tien da dat mot hop dong vladirmir paul gia $100000 , Chi tiet: giet >>
[2016/6/23 - 14:54:31] << Le Duc Tien da dat mot hop dong Ku Win gia $100000 , Chi tiet: Giet >>
[2016/6/23 - 15:00:06] << TVG Dat da dat mot hop dong Chiem Quoc Bao gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 15:46:58] << Penter Long da dat mot hop dong Penter Nick gia $200000 , Chi tiet: ghet >>
[2016/6/23 - 15:59:55] << Le Duc Tien da dat mot hop dong TNT OngTrumDat gia $100000 , Chi tiet: Giet >>
[2016/6/23 - 16:05:15] << Le Duc Tien da dat mot hop dong Penter Kyle gia $100000 , Chi tiet: GIet >>
[2016/6/23 - 17:34:52] << Khang Ronald da dat mot hop dong Jackson Thanh gia $100000 , Chi tiet: cc >>
[2016/6/23 - 17:35:05] << Nhi Cute da dat mot hop dong Duong GiaThuan gia $100000 , Chi tiet: :v thich >>
[2016/6/23 - 17:37:44] << Khang Ronald da dat mot hop dong Nguyen Martin gia $100000 , Chi tiet: c >>
[2016/6/23 - 17:41:08] << Master Vinh da dat mot hop dong Nguyen Phu gia $500000 , Chi tiet: ghet >>
[2016/6/23 - 17:46:55] << TNT Kings da dat mot hop dong TNT OngTrumDat gia $50000 , Chi tiet: giet no >>
[2016/6/23 - 17:47:38] << Khang Ronald da dat mot hop dong Leo Cute gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 17:54:27] << Khang Ronald da dat mot hop dong Crazy Frog.Axel gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:07:39] << Khang Ronald da dat mot hop dong Vi Giao Su gia $500000 , Chi tiet: 1 >>
[2016/6/23 - 18:09:04] << Khang Ronald da dat mot hop dong Nguyen Phu gia $500000 , Chi tiet: 1 >>
[2016/6/23 - 18:17:42] << Jackson Thanh da dat mot hop dong Khang Ronald gia $100000 , Chi tiet: Giet >>
[2016/6/23 - 18:20:57] << Khang Ronald da dat mot hop dong Huy Ricardo gia $100000 , Chi tiet: con cac thang lz Thuan >>
[2016/6/23 - 18:25:59] << Khang Ronald da dat mot hop dong Hiei Tokage gia $100000 , Chi tiet: giet no >>
[2016/6/23 - 18:27:24] << Khang Ronald da dat mot hop dong Tonny Max gia $1000000 , Chi tiet: 1 >>
[2016/6/23 - 18:30:44] << Khang Ronald da dat mot hop dong Nguyen Phu gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:32:37] << Khang Ronald da dat mot hop dong Crazy Frog.Axel gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:33:02] << Jackson Thanh da dat mot hop dong TNT OngTrumDat gia $100000 , Chi tiet: Giet >>
[2016/6/23 - 18:34:21] << Khang Ronald da dat mot hop dong Sang Ricky gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:34:37] << kha pro da dat mot hop dong Duong GiaThuan gia $200000 , Chi tiet: giet >>
[2016/6/23 - 18:35:38] << Khang Ronald da dat mot hop dong Damian Wayne gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:35:49] << Jackson Thanh da dat mot hop dong Kwon JiYong gia $100000 , Chi tiet: Giet >>
[2016/6/23 - 18:35:51] << Natthan Zyde da dat mot hop dong Kwon JiYong gia $500000 , Chi tiet: 1 >>
[2016/6/23 - 18:38:25] << Natthan Zyde da dat mot hop dong kha pro gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:40:06] << Natthan Zyde da dat mot hop dong Kwon JiYong gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:41:04] << Jackson Thanh da dat mot hop dong TNT OngTrumTien gia $100000 , Chi tiet: Giet >>
[2016/6/23 - 18:41:31] << Natthan Zyde da dat mot hop dong Kwon JiYong gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:42:20] << TNT Nguyen da dat mot hop dong Penter Nick gia $50000 , Chi tiet: giet no cho tao >>
[2016/6/23 - 18:43:28] << Natthan Zyde da dat mot hop dong Duong GiaThuan gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:43:49] << Natthan Zyde da dat mot hop dong Duong GiaThuan gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:44:24] << Natthan Zyde da dat mot hop dong Pham Duy Hung gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 18:45:26] << Natthan Zyde da dat mot hop dong Pham Duy Hung gia $100000 , Chi tiet: 1 >>
[2016/6/23 - 22:31:52] << Pham Duy Hung da dat mot hop dong Skipper.S Jacobs gia $100000 , Chi tiet: giêt >>
[2016/6/24 - 9:44:00] << Le Duc Tien da dat mot hop dong March Shakur gia $100000 , Chi tiet: Giet >>
[2016/6/24 - 10:15:50] << Le Duc Tien da dat mot hop dong Hoang Thien gia $100000 , Chi tiet: Giet >>
[2016/6/24 - 10:33:40] << Le Duc Tien da dat mot hop dong Typhoon Blade gia $100000 , Chi tiet: giet >>
[2016/6/24 - 10:39:42] << Le Duc Tien da dat mot hop dong Skipper.S Jacobs gia $100000 , Chi tiet: Giet >>
[2016/6/24 - 10:45:49] << Skipper.S Jacobs da dat mot hop dong Duong GiaThuan gia $50000 , Chi tiet: Ghet >>
[2016/6/24 - 10:46:32] << Le Duc Tien da dat mot hop dong Skipper.S Jacobs gia $100000 , Chi tiet: Giet >>
[2016/6/24 - 11:00:35] << Le Duc Tien da dat mot hop dong Typhoon Blade gia $100000 , Chi tiet: Giet >>
[2016/6/24 - 11:15:42] << Le Duc Tien da dat mot hop dong TNT BaTrumNhi gia $100000 , Chi tiet: GIet no  >>
[2016/6/24 - 11:23:34] << Le Duc Tien da dat mot hop dong Varios Ken gia $200000 , Chi tiet: Giet no >>
[2016/6/24 - 11:55:38] << Phat TNT da dat mot hop dong Leo Cute gia $100000 , Chi tiet: giet no >>
[2016/6/24 - 11:58:18] << Khang Ronald da dat mot hop dong Ku Kin gia $100000 , Chi tiet: lz Thuan >>
[2016/6/24 - 12:02:58] << Phat TNT da dat mot hop dong Huy Ricardo gia $100000 , Chi tiet: giet no >>
[2016/6/24 - 12:03:23] << Phat TNT da dat mot hop dong Huy Ricardo gia $100000 , Chi tiet: giet n/id 34o >>
[2016/6/24 - 12:11:10] << Lam ThanhThuan da dat mot hop dong kha pro gia $100000 , Chi tiet: giet >>
[2016/6/24 - 12:14:19] << Lam ThanhThuan da dat mot hop dong Leo Cute gia $100000 , Chi tiet: giet >>
[2016/6/24 - 12:36:21] << TNT BaTrumNhi da dat mot hop dong Ken Emperor gia $100000 , Chi tiet: nguoi da kos toi >>
[2016/6/24 - 12:36:54] << TNT BaTrumNhi da dat mot hop dong Duong GiaThuan gia $100000 , Chi tiet: Kos  >>
[2016/6/24 - 12:44:14] << Son Gohann da dat mot hop dong Mr Zero gia $500000 , Chi tiet: ghe >>
[2016/6/24 - 12:44:15] << Son Gohann da dat mot hop dong Mr Zero gia $500000 , Chi tiet: ghet >>
